VEHICLEID,YEARID,MAKENAME,MODELNAME,SUBMODELNAME,VEHICLETYPEID,VEHICLETYPENAME,REGIONID,REGIONNAME,Name,hyphen,Slug,Parent,Category slug
559,2001,Land Rover,Discovery,Series II LE,6,Truck,1,United States,2001 Land Rover Discovery Series II LE,2001-Land Rover-Discovery-Series II LE,2001-land rover-discovery-series ii le,2001-Land Rover-Discovery,2001-land rover-discovery
560,2002,Land Rover,Discovery,Series II SD,6,Truck,1,United States,2002 Land Rover Discovery Series II SD,2002-Land Rover-Discovery-Series II SD,2002-land rover-discovery-series ii sd,2002-Land Rover-Discovery,2002-land rover-discovery
561,2002,Land Rover,Discovery,Series II SE,6,Truck,1,United States,2002 Land Rover Discovery Series II SE,2002-Land Rover-Discovery-Series II SE,2002-land rover-discovery-series ii se,2002-Land Rover-Discovery,2002-land rover-discovery
562,2003,Land Rover,Discovery,S,6,Truck,1,United States,2003 Land Rover Discovery S,2003-Land Rover-Discovery-S,2003-land rover-discovery-s,2003-Land Rover-Discovery,2003-land rover-discovery
563,2003,Land Rover,Discovery,SE,6,Truck,1,United States,2003 Land Rover Discovery SE,2003-Land Rover-Discovery-SE,2003-land rover-discovery-se,2003-Land Rover-Discovery,2003-land rover-discovery
564,2003,Land Rover,Discovery,HSE,6,Truck,1,United States,2003 Land Rover Discovery HSE,2003-Land Rover-Discovery-HSE,2003-land rover-discovery-hse,2003-Land Rover-Discovery,2003-land rover-discovery
565,2002,Land Rover,Freelander,S,6,Truck,1,United States,2002 Land Rover Freelander S,2002-Land Rover-Freelander-S,2002-land rover-freelander-s,2002-Land Rover-Freelander,2002-land rover-freelander
566,2002,Land Rover,Freelander,SE,6,Truck,1,United States,2002 Land Rover Freelander SE,2002-Land Rover-Freelander-SE,2002-land rover-freelander-se,2002-Land Rover-Freelander,2002-land rover-freelander
567,2002,Land Rover,Freelander,HSE,6,Truck,1,United States,2002 Land Rover Freelander HSE,2002-Land Rover-Freelander-HSE,2002-land rover-freelander-hse,2002-Land Rover-Freelander,2002-land rover-freelander
568,2003,Land Rover,Freelander,S,6,Truck,1,United States,2003 Land Rover Freelander S,2003-Land Rover-Freelander-S,2003-land rover-freelander-s,2003-Land Rover-Freelander,2003-land rover-freelander
569,2003,Land Rover,Freelander,SE,6,Truck,1,United States,2003 Land Rover Freelander SE,2003-Land Rover-Freelander-SE,2003-land rover-freelander-se,2003-Land Rover-Freelander,2003-land rover-freelander
570,2003,Land Rover,Freelander,HSE,6,Truck,1,United States,2003 Land Rover Freelander HSE,2003-Land Rover-Freelander-HSE,2003-land rover-freelander-hse,2003-Land Rover-Freelander,2003-land rover-freelander
571,2003,Land Rover,Freelander,SE3,6,Truck,1,United States,2003 Land Rover Freelander SE3,2003-Land Rover-Freelander-SE3,2003-land rover-freelander-se3,2003-Land Rover-Freelander,2003-land rover-freelander
572,1987,Land Rover,Range Rover,Base,6,Truck,1,United States,1987 Land Rover Range Rover Base,1987-Land Rover-Range Rover-Base,1987-land rover-range rover-base,1987-Land Rover-Range Rover,1987-land rover-range rover
573,1988,Land Rover,Range Rover,Base,6,Truck,1,United States,1988 Land Rover Range Rover Base,1988-Land Rover-Range Rover-Base,1988-land rover-range rover-base,1988-Land Rover-Range Rover,1988-land rover-range rover
574,1989,Land Rover,Range Rover,Base,6,Truck,1,United States,1989 Land Rover Range Rover Base,1989-Land Rover-Range Rover-Base,1989-land rover-range rover-base,1989-Land Rover-Range Rover,1989-land rover-range rover
575,1989,Land Rover,Range Rover,County,6,Truck,1,United States,1989 Land Rover Range Rover County,1989-Land Rover-Range Rover-County,1989-land rover-range rover-county,1989-Land Rover-Range Rover,1989-land rover-range rover
576,1990,Land Rover,Range Rover,Base,6,Truck,1,United States,1990 Land Rover Range Rover Base,1990-Land Rover-Range Rover-Base,1990-land rover-range rover-base,1990-Land Rover-Range Rover,1990-land rover-range rover
577,1990,Land Rover,Range Rover,County,6,Truck,1,United States,1990 Land Rover Range Rover County,1990-Land Rover-Range Rover-County,1990-land rover-range rover-county,1990-Land Rover-Range Rover,1990-land rover-range rover
578,1991,Land Rover,Range Rover,Base,6,Truck,1,United States,1991 Land Rover Range Rover Base,1991-Land Rover-Range Rover-Base,1991-land rover-range rover-base,1991-Land Rover-Range Rover,1991-land rover-range rover
579,1991,Land Rover,Range Rover,County SE,6,Truck,1,United States,1991 Land Rover Range Rover County SE,1991-Land Rover-Range Rover-County SE,1991-land rover-range rover-county se,1991-Land Rover-Range Rover,1991-land rover-range rover
580,1991,Land Rover,Range Rover,Great Divide,6,Truck,1,United States,1991 Land Rover Range Rover Great Divide,1991-Land Rover-Range Rover-Great Divide,1991-land rover-range rover-great divide,1991-Land Rover-Range Rover,1991-land rover-range rover
581,1992,Land Rover,Range Rover,Base,6,Truck,1,United States,1992 Land Rover Range Rover Base,1992-Land Rover-Range Rover-Base,1992-land rover-range rover-base,1992-Land Rover-Range Rover,1992-land rover-range rover
582,1992,Land Rover,Range Rover,County,6,Truck,1,United States,1992 Land Rover Range Rover County,1992-Land Rover-Range Rover-County,1992-land rover-range rover-county,1992-Land Rover-Range Rover,1992-land rover-range rover
583,1993,Land Rover,Range Rover,County,6,Truck,1,United States,1993 Land Rover Range Rover County,1993-Land Rover-Range Rover-County,1993-land rover-range rover-county,1993-Land Rover-Range Rover,1993-land rover-range rover
584,1993,Land Rover,Range Rover,County LWB,6,Truck,1,United States,1993 Land Rover Range Rover County LWB,1993-Land Rover-Range Rover-County LWB,1993-land rover-range rover-county lwb,1993-Land Rover-Range Rover,1993-land rover-range rover
585,1994,Land Rover,Range Rover,County,6,Truck,1,United States,1994 Land Rover Range Rover County,1994-Land Rover-Range Rover-County,1994-land rover-range rover-county,1994-Land Rover-Range Rover,1994-land rover-range rover
586,1994,Land Rover,Range Rover,County LWB,6,Truck,1,United States,1994 Land Rover Range Rover County LWB,1994-Land Rover-Range Rover-County LWB,1994-land rover-range rover-county lwb,1994-Land Rover-Range Rover,1994-land rover-range rover
587,1995,Land Rover,Range Rover,County Classic,6,Truck,1,United States,1995 Land Rover Range Rover County Classic,1995-Land Rover-Range Rover-County Classic,1995-land rover-range rover-county classic,1995-Land Rover-Range Rover,1995-land rover-range rover
589,1995,Land Rover,Range Rover,County LWB,6,Truck,1,United States,1995 Land Rover Range Rover County LWB,1995-Land Rover-Range Rover-County LWB,1995-land rover-range rover-county lwb,1995-Land Rover-Range Rover,1995-land rover-range rover
590,1996,Land Rover,Range Rover,HSE,6,Truck,1,United States,1996 Land Rover Range Rover HSE,1996-Land Rover-Range Rover-HSE,1996-land rover-range rover-hse,1996-Land Rover-Range Rover,1996-land rover-range rover
591,1996,Land Rover,Range Rover,SE,6,Truck,1,United States,1996 Land Rover Range Rover SE,1996-Land Rover-Range Rover-SE,1996-land rover-range rover-se,1996-Land Rover-Range Rover,1996-land rover-range rover
592,1997,Land Rover,Range Rover,HSE,6,Truck,1,United States,1997 Land Rover Range Rover HSE,1997-Land Rover-Range Rover-HSE,1997-land rover-range rover-hse,1997-Land Rover-Range Rover,1997-land rover-range rover
593,1997,Land Rover,Range Rover,SE,6,Truck,1,United States,1997 Land Rover Range Rover SE,1997-Land Rover-Range Rover-SE,1997-land rover-range rover-se,1997-Land Rover-Range Rover,1997-land rover-range rover
594,1998,Land Rover,Range Rover,HSE,6,Truck,1,United States,1998 Land Rover Range Rover HSE,1998-Land Rover-Range Rover-HSE,1998-land rover-range rover-hse,1998-Land Rover-Range Rover,1998-land rover-range rover
595,1998,Land Rover,Range Rover,SE,6,Truck,1,United States,1998 Land Rover Range Rover SE,1998-Land Rover-Range Rover-SE,1998-land rover-range rover-se,1998-Land Rover-Range Rover,1998-land rover-range rover
596,1999,Land Rover,Range Rover,HSE,6,Truck,1,United States,1999 Land Rover Range Rover HSE,1999-Land Rover-Range Rover-HSE,1999-land rover-range rover-hse,1999-Land Rover-Range Rover,1999-land rover-range rover
597,1999,Land Rover,Range Rover,SE,6,Truck,1,United States,1999 Land Rover Range Rover SE,1999-Land Rover-Range Rover-SE,1999-land rover-range rover-se,1999-Land Rover-Range Rover,1999-land rover-range rover
598,2000,Land Rover,Range Rover,HSE,6,Truck,1,United States,2000 Land Rover Range Rover HSE,2000-Land Rover-Range Rover-HSE,2000-land rover-range rover-hse,2000-Land Rover-Range Rover,2000-land rover-range rover
599,2000,Land Rover,Range Rover,SE,6,Truck,1,United States,2000 Land Rover Range Rover SE,2000-Land Rover-Range Rover-SE,2000-land rover-range rover-se,2000-Land Rover-Range Rover,2000-land rover-range rover
600,2001,Land Rover,Range Rover,HSE,6,Truck,1,United States,2001 Land Rover Range Rover HSE,2001-Land Rover-Range Rover-HSE,2001-land rover-range rover-hse,2001-Land Rover-Range Rover,2001-land rover-range rover
601,2001,Land Rover,Range Rover,SE,6,Truck,1,United States,2001 Land Rover Range Rover SE,2001-Land Rover-Range Rover-SE,2001-land rover-range rover-se,2001-Land Rover-Range Rover,2001-land rover-range rover
602,2002,Land Rover,Range Rover,HSE,6,Truck,1,United States,2002 Land Rover Range Rover HSE,2002-Land Rover-Range Rover-HSE,2002-land rover-range rover-hse,2002-Land Rover-Range Rover,2002-land rover-range rover
603,2003,Land Rover,Range Rover,HSE,6,Truck,1,United States,2003 Land Rover Range Rover HSE,2003-Land Rover-Range Rover-HSE,2003-land rover-range rover-hse,2003-Land Rover-Range Rover,2003-land rover-range rover
620,2003,Subaru,Baja,Base,6,Truck,1,United States,2003 Subaru Baja Base,2003-Subaru-Baja-Base,2003-subaru-baja-base,2003-Subaru-Baja,2003-subaru-baja
621,2003,Subaru,Baja,Sport,6,Truck,1,United States,2003 Subaru Baja Sport,2003-Subaru-Baja-Sport,2003-subaru-baja-sport,2003-Subaru-Baja,2003-subaru-baja
622,1978,Subaru,Brat,DL,6,Truck,1,United States,1978 Subaru Brat DL,1978-Subaru-Brat-DL,1978-subaru-brat-dl,1978-Subaru-Brat,1978-subaru-brat
623,1979,Subaru,Brat,DL,6,Truck,1,United States,1979 Subaru Brat DL,1979-Subaru-Brat-DL,1979-subaru-brat-dl,1979-Subaru-Brat,1979-subaru-brat
624,1980,Subaru,Brat,DL,6,Truck,1,United States,1980 Subaru Brat DL,1980-Subaru-Brat-DL,1980-subaru-brat-dl,1980-Subaru-Brat,1980-subaru-brat
625,1980,Subaru,Brat,GL,6,Truck,1,United States,1980 Subaru Brat GL,1980-Subaru-Brat-GL,1980-subaru-brat-gl,1980-Subaru-Brat,1980-subaru-brat
626,1981,Subaru,Brat,DL,6,Truck,1,United States,1981 Subaru Brat DL,1981-Subaru-Brat-DL,1981-subaru-brat-dl,1981-Subaru-Brat,1981-subaru-brat
627,1982,Subaru,Brat,DL,6,Truck,1,United States,1982 Subaru Brat DL,1982-Subaru-Brat-DL,1982-subaru-brat-dl,1982-Subaru-Brat,1982-subaru-brat
628,1983,Subaru,Brat,DL,6,Truck,1,United States,1983 Subaru Brat DL,1983-Subaru-Brat-DL,1983-subaru-brat-dl,1983-Subaru-Brat,1983-subaru-brat
629,1981,Subaru,Brat,GL,6,Truck,1,United States,1981 Subaru Brat GL,1981-Subaru-Brat-GL,1981-subaru-brat-gl,1981-Subaru-Brat,1981-subaru-brat
630,1982,Subaru,Brat,GL,6,Truck,1,United States,1982 Subaru Brat GL,1982-Subaru-Brat-GL,1982-subaru-brat-gl,1982-Subaru-Brat,1982-subaru-brat
631,1983,Subaru,Brat,GL,6,Truck,1,United States,1983 Subaru Brat GL,1983-Subaru-Brat-GL,1983-subaru-brat-gl,1983-Subaru-Brat,1983-subaru-brat
632,1984,Subaru,Brat,GL,6,Truck,1,United States,1984 Subaru Brat GL,1984-Subaru-Brat-GL,1984-subaru-brat-gl,1984-Subaru-Brat,1984-subaru-brat
633,1985,Subaru,Brat,GL,6,Truck,1,United States,1985 Subaru Brat GL,1985-Subaru-Brat-GL,1985-subaru-brat-gl,1985-Subaru-Brat,1985-subaru-brat
634,1986,Subaru,Brat,GL,6,Truck,1,United States,1986 Subaru Brat GL,1986-Subaru-Brat-GL,1986-subaru-brat-gl,1986-Subaru-Brat,1986-subaru-brat
635,1987,Subaru,Brat,GL,6,Truck,1,United States,1987 Subaru Brat GL,1987-Subaru-Brat-GL,1987-subaru-brat-gl,1987-Subaru-Brat,1987-subaru-brat
636,1984,Subaru,Brat,GL Turbo,6,Truck,1,United States,1984 Subaru Brat GL Turbo,1984-Subaru-Brat-GL Turbo,1984-subaru-brat-gl turbo,1984-Subaru-Brat,1984-subaru-brat
653,1998,Subaru,Forester,Base,6,Truck,1,United States,1998 Subaru Forester Base,1998-Subaru-Forester-Base,1998-subaru-forester-base,1998-Subaru-Forester,1998-subaru-forester
654,1999,Subaru,Forester,Base,6,Truck,1,United States,1999 Subaru Forester Base,1999-Subaru-Forester-Base,1999-subaru-forester-base,1999-Subaru-Forester,1999-subaru-forester
655,2000,Subaru,Forester,Base,6,Truck,1,United States,2000 Subaru Forester Base,2000-Subaru-Forester-Base,2000-subaru-forester-base,2000-Subaru-Forester,2000-subaru-forester
656,2001,Subaru,Forester,Base,6,Truck,1,United States,2001 Subaru Forester Base,2001-Subaru-Forester-Base,2001-subaru-forester-base,2001-Subaru-Forester,2001-subaru-forester
657,2002,Subaru,Forester,Base,6,Truck,1,United States,2002 Subaru Forester Base,2002-Subaru-Forester-Base,2002-subaru-forester-base,2002-Subaru-Forester,2002-subaru-forester
658,1999,Subaru,Forester,L,6,Truck,1,United States,1999 Subaru Forester L,1999-Subaru-Forester-L,1999-subaru-forester-l,1999-Subaru-Forester,1999-subaru-forester
659,2000,Subaru,Forester,L,6,Truck,1,United States,2000 Subaru Forester L,2000-Subaru-Forester-L,2000-subaru-forester-l,2000-Subaru-Forester,2000-subaru-forester
660,2001,Subaru,Forester,L,6,Truck,1,United States,2001 Subaru Forester L,2001-Subaru-Forester-L,2001-subaru-forester-l,2001-Subaru-Forester,2001-subaru-forester
661,2002,Subaru,Forester,L,6,Truck,1,United States,2002 Subaru Forester L,2002-Subaru-Forester-L,2002-subaru-forester-l,2002-Subaru-Forester,2002-subaru-forester
662,1999,Subaru,Forester,S,6,Truck,1,United States,1999 Subaru Forester S,1999-Subaru-Forester-S,1999-subaru-forester-s,1999-Subaru-Forester,1999-subaru-forester
663,2000,Subaru,Forester,S,6,Truck,1,United States,2000 Subaru Forester S,2000-Subaru-Forester-S,2000-subaru-forester-s,2000-Subaru-Forester,2000-subaru-forester
664,2001,Subaru,Forester,S,6,Truck,1,United States,2001 Subaru Forester S,2001-Subaru-Forester-S,2001-subaru-forester-s,2001-Subaru-Forester,2001-subaru-forester
665,2002,Subaru,Forester,S,6,Truck,1,United States,2002 Subaru Forester S,2002-Subaru-Forester-S,2002-subaru-forester-s,2002-Subaru-Forester,2002-subaru-forester
666,1998,Subaru,Forester,L,6,Truck,1,United States,1998 Subaru Forester L,1998-Subaru-Forester-L,1998-subaru-forester-l,1998-Subaru-Forester,1998-subaru-forester
667,1998,Subaru,Forester,S,6,Truck,1,United States,1998 Subaru Forester S,1998-Subaru-Forester-S,1998-subaru-forester-s,1998-Subaru-Forester,1998-subaru-forester
668,2003,Subaru,Forester,X,6,Truck,1,United States,2003 Subaru Forester X,2003-Subaru-Forester-X,2003-subaru-forester-x,2003-Subaru-Forester,2003-subaru-forester
669,2003,Subaru,Forester,XS,6,Truck,1,United States,2003 Subaru Forester XS,2003-Subaru-Forester-XS,2003-subaru-forester-xs,2003-Subaru-Forester,2003-subaru-forester
831,2001,Subaru,Outback,Base,6,Truck,1,United States,2001 Subaru Outback Base,2001-Subaru-Outback-Base,2001-subaru-outback-base,2001-Subaru-Outback,2001-subaru-outback
832,2002,Subaru,Outback,Base,6,Truck,1,United States,2002 Subaru Outback Base,2002-Subaru-Outback-Base,2002-subaru-outback-base,2002-Subaru-Outback,2002-subaru-outback
833,2003,Subaru,Outback,Base,6,Truck,1,United States,2003 Subaru Outback Base,2003-Subaru-Outback-Base,2003-subaru-outback-base,2003-Subaru-Outback,2003-subaru-outback
834,2002,Subaru,Outback,H6,6,Truck,1,United States,2002 Subaru Outback H6,2002-Subaru-Outback-H6,2002-subaru-outback-h6,2002-Subaru-Outback,2002-subaru-outback
835,2003,Subaru,Outback,H6,6,Truck,1,United States,2003 Subaru Outback H6,2003-Subaru-Outback-H6,2003-subaru-outback-h6,2003-Subaru-Outback,2003-subaru-outback
836,2001,Subaru,Outback,L.L. Bean,6,Truck,1,United States,2001 Subaru Outback L.L. Bean,2001-Subaru-Outback-L.L. Bean,2001-subaru-outback-l.l. bean,2001-Subaru-Outback,2001-subaru-outback
837,2002,Subaru,Outback,L.L. Bean,6,Truck,1,United States,2002 Subaru Outback L.L. Bean,2002-Subaru-Outback-L.L. Bean,2002-subaru-outback-l.l. bean,2002-Subaru-Outback,2002-subaru-outback
838,2003,Subaru,Outback,L.L. Bean,6,Truck,1,United States,2003 Subaru Outback L.L. Bean,2003-Subaru-Outback-L.L. Bean,2003-subaru-outback-l.l. bean,2003-Subaru-Outback,2003-subaru-outback
840,2001,Subaru,Outback,Limited,6,Truck,1,United States,2001 Subaru Outback Limited,2001-Subaru-Outback-Limited,2001-subaru-outback-limited,2001-Subaru-Outback,2001-subaru-outback
841,2002,Subaru,Outback,Limited,6,Truck,1,United States,2002 Subaru Outback Limited,2002-Subaru-Outback-Limited,2002-subaru-outback-limited,2002-Subaru-Outback,2002-subaru-outback
842,2003,Subaru,Outback,Limited,6,Truck,1,United States,2003 Subaru Outback Limited,2003-Subaru-Outback-Limited,2003-subaru-outback-limited,2003-Subaru-Outback,2003-subaru-outback
844,2001,Subaru,Outback,VDC,6,Truck,1,United States,2001 Subaru Outback VDC,2001-Subaru-Outback-VDC,2001-subaru-outback-vdc,2001-Subaru-Outback,2001-subaru-outback
845,2002,Subaru,Outback,VDC,6,Truck,1,United States,2002 Subaru Outback VDC,2002-Subaru-Outback-VDC,2002-subaru-outback-vdc,2002-Subaru-Outback,2002-subaru-outback
846,2003,Subaru,Outback,VDC,6,Truck,1,United States,2003 Subaru Outback VDC,2003-Subaru-Outback-VDC,2003-subaru-outback-vdc,2003-Subaru-Outback,2003-subaru-outback
1050,1990,Daihatsu,Rocky,SE,6,Truck,1,United States,1990 Daihatsu Rocky SE,1990-Daihatsu-Rocky-SE,1990-daihatsu-rocky-se,1990-Daihatsu-Rocky,1990-daihatsu-rocky
1051,1990,Daihatsu,Rocky,SX,6,Truck,1,United States,1990 Daihatsu Rocky SX,1990-Daihatsu-Rocky-SX,1990-daihatsu-rocky-sx,1990-Daihatsu-Rocky,1990-daihatsu-rocky
1052,1991,Daihatsu,Rocky,SE,6,Truck,1,United States,1991 Daihatsu Rocky SE,1991-Daihatsu-Rocky-SE,1991-daihatsu-rocky-se,1991-Daihatsu-Rocky,1991-daihatsu-rocky
1053,1991,Daihatsu,Rocky,SX,6,Truck,1,United States,1991 Daihatsu Rocky SX,1991-Daihatsu-Rocky-SX,1991-daihatsu-rocky-sx,1991-Daihatsu-Rocky,1991-daihatsu-rocky
1054,1992,Daihatsu,Rocky,SE,6,Truck,1,United States,1992 Daihatsu Rocky SE,1992-Daihatsu-Rocky-SE,1992-daihatsu-rocky-se,1992-Daihatsu-Rocky,1992-daihatsu-rocky
1055,1992,Daihatsu,Rocky,SX,6,Truck,1,United States,1992 Daihatsu Rocky SX,1992-Daihatsu-Rocky-SX,1992-daihatsu-rocky-sx,1992-Daihatsu-Rocky,1992-daihatsu-rocky
1232,2003,Kia,Sorento,EX,6,Truck,1,United States,2003 Kia Sorento EX,2003-Kia-Sorento-EX,2003-kia-sorento-ex,2003-Kia-Sorento,2003-kia-sorento
1233,2003,Kia,Sorento,LX,6,Truck,1,United States,2003 Kia Sorento LX,2003-Kia-Sorento-LX,2003-kia-sorento-lx,2003-Kia-Sorento,2003-kia-sorento
1246,1995,Kia,Sportage,EX,6,Truck,1,United States,1995 Kia Sportage EX,1995-Kia-Sportage-EX,1995-kia-sportage-ex,1995-Kia-Sportage,1995-kia-sportage
1247,1995,Kia,Sportage,Base,6,Truck,1,United States,1995 Kia Sportage Base,1995-Kia-Sportage-Base,1995-kia-sportage-base,1995-Kia-Sportage,1995-kia-sportage
1248,1996,Kia,Sportage,Base,6,Truck,1,United States,1996 Kia Sportage Base,1996-Kia-Sportage-Base,1996-kia-sportage-base,1996-Kia-Sportage,1996-kia-sportage
1249,1996,Kia,Sportage,EX,6,Truck,1,United States,1996 Kia Sportage EX,1996-Kia-Sportage-EX,1996-kia-sportage-ex,1996-Kia-Sportage,1996-kia-sportage
1250,1997,Kia,Sportage,Base,6,Truck,1,United States,1997 Kia Sportage Base,1997-Kia-Sportage-Base,1997-kia-sportage-base,1997-Kia-Sportage,1997-kia-sportage
1251,1997,Kia,Sportage,EX,6,Truck,1,United States,1997 Kia Sportage EX,1997-Kia-Sportage-EX,1997-kia-sportage-ex,1997-Kia-Sportage,1997-kia-sportage
1252,1998,Kia,Sportage,Base,6,Truck,1,United States,1998 Kia Sportage Base,1998-Kia-Sportage-Base,1998-kia-sportage-base,1998-Kia-Sportage,1998-kia-sportage
1253,1998,Kia,Sportage,EX,6,Truck,1,United States,1998 Kia Sportage EX,1998-Kia-Sportage-EX,1998-kia-sportage-ex,1998-Kia-Sportage,1998-kia-sportage
1254,1999,Kia,Sportage,Base,6,Truck,1,United States,1999 Kia Sportage Base,1999-Kia-Sportage-Base,1999-kia-sportage-base,1999-Kia-Sportage,1999-kia-sportage
1255,1999,Kia,Sportage,EX,6,Truck,1,United States,1999 Kia Sportage EX,1999-Kia-Sportage-EX,1999-kia-sportage-ex,1999-Kia-Sportage,1999-kia-sportage
1256,2000,Kia,Sportage,Base,6,Truck,1,United States,2000 Kia Sportage Base,2000-Kia-Sportage-Base,2000-kia-sportage-base,2000-Kia-Sportage,2000-kia-sportage
1257,2000,Kia,Sportage,EX,6,Truck,1,United States,2000 Kia Sportage EX,2000-Kia-Sportage-EX,2000-kia-sportage-ex,2000-Kia-Sportage,2000-kia-sportage
1258,2001,Kia,Sportage,Base,6,Truck,1,United States,2001 Kia Sportage Base,2001-Kia-Sportage-Base,2001-kia-sportage-base,2001-Kia-Sportage,2001-kia-sportage
1259,2001,Kia,Sportage,EX,6,Truck,1,United States,2001 Kia Sportage EX,2001-Kia-Sportage-EX,2001-kia-sportage-ex,2001-Kia-Sportage,2001-kia-sportage
1260,2002,Kia,Sportage,Base,6,Truck,1,United States,2002 Kia Sportage Base,2002-Kia-Sportage-Base,2002-kia-sportage-base,2002-Kia-Sportage,2002-kia-sportage
1369,1989,Laforza,Laforza,G.T.,6,Truck,1,United States,1989 Laforza Laforza G.T.,1989-Laforza-Laforza-G.T.,1989-laforza-laforza-g.t.,1989-Laforza-Laforza,1989-laforza-laforza
1370,1990,Laforza,Laforza,G.T.,6,Truck,1,United States,1990 Laforza Laforza G.T.,1990-Laforza-Laforza-G.T.,1990-laforza-laforza-g.t.,1990-Laforza-Laforza,1990-laforza-laforza
1371,1991,Laforza,Laforza,G.T.,6,Truck,1,United States,1991 Laforza Laforza G.T.,1991-Laforza-Laforza-G.T.,1991-laforza-laforza-g.t.,1991-Laforza-Laforza,1991-laforza-laforza
1372,1992,Laforza,Laforza,G.T.,6,Truck,1,United States,1992 Laforza Laforza G.T.,1992-Laforza-Laforza-G.T.,1992-laforza-laforza-g.t.,1992-Laforza-Laforza,1992-laforza-laforza
1373,1993,Laforza,Laforza,G.T.,6,Truck,1,United States,1993 Laforza Laforza G.T.,1993-Laforza-Laforza-G.T.,1993-laforza-laforza-g.t.,1993-Laforza-Laforza,1993-laforza-laforza
1374,1994,Laforza,Laforza,G.T.,6,Truck,1,United States,1994 Laforza Laforza G.T.,1994-Laforza-Laforza-G.T.,1994-laforza-laforza-g.t.,1994-Laforza-Laforza,1994-laforza-laforza
1375,1995,Laforza,Laforza,G.T.,6,Truck,1,United States,1995 Laforza Laforza G.T.,1995-Laforza-Laforza-G.T.,1995-laforza-laforza-g.t.,1995-Laforza-Laforza,1995-laforza-laforza
1376,1996,Laforza,Laforza,G.T.,6,Truck,1,United States,1996 Laforza Laforza G.T.,1996-Laforza-Laforza-G.T.,1996-laforza-laforza-g.t.,1996-Laforza-Laforza,1996-laforza-laforza
1377,1997,Laforza,Laforza,G.T.,6,Truck,1,United States,1997 Laforza Laforza G.T.,1997-Laforza-Laforza-G.T.,1997-laforza-laforza-g.t.,1997-Laforza-Laforza,1997-laforza-laforza
1378,1998,Laforza,Laforza,G.T.,6,Truck,1,United States,1998 Laforza Laforza G.T.,1998-Laforza-Laforza-G.T.,1998-laforza-laforza-g.t.,1998-Laforza-Laforza,1998-laforza-laforza
1379,1998,Laforza,Laforza,Magnum,6,Truck,1,United States,1998 Laforza Laforza Magnum,1998-Laforza-Laforza-Magnum,1998-laforza-laforza-magnum,1998-Laforza-Laforza,1998-laforza-laforza
1380,1999,Laforza,Laforza,Magnum,6,Truck,1,United States,1999 Laforza Laforza Magnum,1999-Laforza-Laforza-Magnum,1999-laforza-laforza-magnum,1999-Laforza-Laforza,1999-laforza-laforza
